,CustID,MonthSal,GeoLivArea,Children,CustMonVal,Client Tenure,Total Premium,EducDeg_BSc/MSc,EducDeg_High School,EducDeg_PhD,Customer_Category_Bronze,Customer_Category_Diamond,Customer_Category_Gold,Customer_Category_Silver
54,55.0,3441.0,3.0,0.0,264.5,23.0,705.6899999999999,1,0,0,0,0,0,1
55,56.0,2885.0,2.0,1.0,-15.22,21.0,631.4499999999999,1,0,0,1,0,0,0
56,57.0,2234.0,4.0,1.0,540.55,21.0,652.0,1,0,0,1,0,0,0
57,58.0,3538.0,4.0,0.0,294.94,24.0,947.84,0,1,0,0,0,1,0
58,59.0,2920.0,2.0,1.0,448.98,38.0,805.04,0,1,0,0,0,0,1
59,60.0,2195.0,3.0,1.0,120.48,19.0,779.6,0,1,0,0,0,0,1
60,61.0,4109.0,4.0,1.0,226.93,33.0,778.92,1,0,0,0,0,0,1
61,62.0,1823.0,1.0,1.0,224.5,23.0,771.6,0,1,0,0,0,0,1
62,63.0,3762.0,3.0,1.0,-67.32,35.0,540.56,1,0,0,1,0,0,0
63,64.0,3259.0,4.0,1.0,314.51,29.0,866.1600000000001,0,1,0,0,0,1,0
64,65.0,2294.0,3.0,0.0,-124.32,34.0,525.56,1,0,0,1,0,0,0
65,66.0,3760.0,1.0,0.0,132.27,18.0,714.4799999999999,1,0,0,0,0,0,1
66,67.0,2544.0,3.0,1.0,-25.0,32.0,634.68,1,0,0,1,0,0,0
67,68.0,1866.0,1.0,1.0,-90.01,27.0,1014.63,0,1,0,0,1,0,0
68,69.0,1399.0,4.0,1.0,476.65,33.0,780.034,0,1,0,0,0,0,1
69,70.0,2119.0,4.0,1.0,316.98,27.0,533.56,1,0,0,1,0,0,0
70,71.0,3382.0,2.0,0.0,83.9,22.0,690.1200000000001,0,1,0,1,0,0,0
71,72.0,1159.0,4.0,1.0,195.82,27.0,777.36,1,0,0,0,0,0,1
72,73.0,3206.0,4.0,1.0,-25.0,26.0,789.8,1,0,0,0,0,0,1
73,74.0,2336.0,1.0,1.0,272.61,23.0,806.6,0,1,0,0,0,0,1
74,75.0,1440.0,1.0,1.0,-25.0,31.0,656.0,0,1,0,1,0,0,0
75,76.0,2934.0,4.0,1.0,234.83,20.0,771.3599999999999,1,0,0,0,0,0,1
76,77.0,4196.0,4.0,0.0,747.03,20.0,962.4000000000001,1,0,0,0,0,1,0
77,78.0,3284.0,4.0,1.0,74.45,32.0,672.56,0,1,0,1,0,0,0
78,79.0,3091.0,3.0,1.0,-50.31,38.0,569.01,0,0,1,1,0,0,0
79,80.0,3901.0,4.0,0.0,352.96,38.0,654.6800000000001,1,0,0,1,0,0,0
80,81.0,2318.0,4.0,1.0,14.34,36.0,857.6,0,0,0,0,0,1,0
81,82.0,1431.0,3.0,1.0,274.19,30.0,553.67,0,1,0,1,0,0,0
82,83.0,3234.0,2.0,1.0,308.31,24.0,508.99999999999994,0,1,0,1,0,0,0
83,84.0,1792.0,1.0,1.0,423.53,21.0,669.7999999999998,1,0,0,1,0,0,0
84,85.0,2656.0,3.0,1.0,-47.67,19.0,791.36,0,1,0,0,0,0,1
85,86.0,2479.0,3.0,0.0,317.83,40.0,874.7099999999999,1,0,0,0,0,1,0
86,87.0,1631.0,4.0,1.0,-19.22,22.0,814.39,1,0,0,0,0,0,1
87,88.0,2423.0,2.0,1.0,-46.0,19.0,647.0,1,0,0,1,0,0,0
88,89.0,1779.0,3.0,1.0,-139.11,21.0,532.56,1,0,0,1,0,0,0
89,90.0,3860.0,4.0,0.0,-54.56,27.0,610.79,1,0,0,1,0,0,0
90,91.0,1416.0,3.0,1.0,402.18,25.0,717.6800000000001,1,0,0,0,0,0,1
91,92.0,3903.0,3.0,0.0,238.94,23.0,742.92,0,0,0,0,0,0,1
92,93.0,2976.0,1.0,1.0,-66.12,29.0,641.68,1,0,0,1,0,0,0
93,94.0,1986.0,4.0,1.0,400.86,34.0,755.13,1,0,0,0,0,0,1
94,95.0,1270.0,2.0,1.0,174.37,24.0,677.36,0,0,1,1,0,0,0
95,96.0,2668.0,4.0,1.0,-25.0,30.0,636.1099999999999,1,0,0,1,0,0,0
96,97.0,2831.0,4.0,1.0,-91.0,24.0,536.11,1,0,0,1,0,0,0
97,98.0,3924.0,4.0,0.0,120.47,20.0,784.5999999999999,0,1,0,0,0,0,1
98,99.0,3870.0,1.0,1.0,179.26,28.0,642.2399999999999,0,0,0,1,0,0,0
99,100.0,2805.0,1.0,1.0,14.23,32.0,713.24,0,1,0,0,0,0,1
100,101.0,2744.0,4.0,1.0,-55.56,39.0,658.4499999999999,0,1,0,1,0,0,0
101,102.0,2694.0,3.0,1.0,654.9,35.0,1108.76,0,0,0,0,1,0,0
102,103.0,2071.0,4.0,1.0,-25.0,35.0,822.2800000000001,0,1,0,0,0,0,1
103,104.0,3194.0,2.0,0.0,257.84,41.0,598.7900000000001,1,0,0,1,0,0,0
104,105.0,2342.0,1.0,1.0,46.12,20.0,634.2299999999999,0,1,0,1,0,0,0
105,106.0,2019.0,4.0,1.0,-2.65,28.0,639.8000000000001,1,0,0,1,0,0,0
106,107.0,3480.0,3.0,0.0,201.82,37.0,785.4799999999999,1,0,0,0,0,0,1
107,108.0,3673.0,3.0,1.0,133.81,27.0,677.68,0,1,0,1,0,0,0
108,109.0,764.0,4.0,1.0,71.24,21.0,1319.47,0,0,0,0,1,0,0
109,110.0,2126.0,3.0,1.0,317.29,36.0,737.5699999999999,0,1,0,0,0,0,1
110,111.0,2039.0,4.0,1.0,385.66,26.0,546.56,1,0,0,1,0,0,0
111,112.0,3507.0,3.0,0.0,343.52,25.0,647.24,1,0,0,1,0,0,0
112,113.0,2354.0,1.0,1.0,-8719.04,19.0,593.45,0,0,1,1,0,0,0
113,114.0,2257.0,3.0,1.0,231.49,23.0,758.8,1,0,0,0,0,0,1
114,115.0,2059.0,4.0,1.0,344.3,24.0,726.91,1,0,0,0,0,0,1
115,116.0,1834.0,3.0,1.0,330.51,28.0,677.91,0,1,0,1,0,0,0
116,117.0,2684.0,1.0,1.0,498.54,22.0,611.0,1,0,0,1,0,0,0
117,118.0,3128.0,4.0,1.0,283.95,37.0,800.25,0,1,0,0,0,0,1
118,119.0,2181.0,3.0,1.0,525.88,38.0,939.84,0,1,0,0,0,1,0
119,120.0,3650.0,3.0,0.0,305.05,30.0,872.04,1,0,0,0,0,1,0
120,121.0,1444.0,1.0,1.0,422.18,27.0,1005.4000000000001,0,1,0,0,0,1,0
121,122.0,2402.0,4.0,1.0,290.17,19.0,725.47,1,0,0,0,0,0,1
122,123.0,1518.0,1.0,1.0,643.24,19.0,815.49,0,0,0,0,0,0,1
123,124.0,2957.0,1.0,1.0,68.35,25.0,856.27,0,0,0,0,0,1,0
124,125.0,2614.0,1.0,1.0,319.31,36.0,530.1099999999999,1,0,0,1,0,0,0
125,126.0,1412.0,1.0,1.0,180.04,25.0,574.12,0,1,0,1,0,0,0
126,127.0,1853.0,4.0,1.0,-21.0,39.0,705.12,0,1,0,0,0,0,1
127,128.0,3481.0,3.0,0.0,-19.11,38.0,1189.1200000000001,0,1,0,0,1,0,0
128,129.0,3971.0,1.0,0.0,23.8,34.0,525.11,1,0,0,1,0,0,0
129,130.0,3272.0,1.0,1.0,93.25,37.0,653.24,0,0,1,1,0,0,0
130,131.0,1615.0,4.0,1.0,317.06,27.0,674.6800000000001,0,1,0,1,0,0,0
131,132.0,2328.0,2.0,1.0,518.1,19.0,617.6700000000001,0,1,0,1,0,0,0
132,133.0,1423.0,4.0,1.0,-67.23,22.0,729.3599999999999,1,0,0,0,0,0,1
133,134.0,3577.0,2.0,0.0,100.79,38.0,702.57,1,0,0,0,0,0,1
134,135.0,1810.0,2.0,1.0,543.21,39.0,659.5600000000001,0,0,1,1,0,0,0
135,136.0,2176.0,4.0,1.0,-10198.91,19.0,737.24,1,0,0,0,0,0,1
136,137.0,2516.0,4.0,0.0,241.72,28.0,761.37,1,0,0,0,0,0,1
137,138.0,3799.0,4.0,0.0,456.76,22.0,700.8,0,1,0,0,0,0,1
138,139.0,2538.0,2.0,1.0,149.59,37.0,759.864,0,1,0,0,0,0,1
139,140.0,3221.0,1.0,1.0,649.67,38.0,898.6000000000001,0,1,0,0,0,1,0
140,141.0,2765.0,1.0,1.0,511.42,29.0,913.6,0,1,0,0,0,1,0
141,142.0,3097.0,1.0,0.0,-12.11,19.0,699.8,0,0,1,0,0,0,1
142,143.0,1266.0,2.0,1.0,210.71,30.0,700.68,0,0,1,0,0,0,1
143,144.0,2954.4,4.0,1.0,-42.45,20.0,884.16,1,0,0,0,0,1,0
144,145.0,1807.0,4.0,1.0,-44.78,20.0,600.23,0,1,0,1,0,0,0
145,146.0,2554.0,1.0,1.0,-96.11,30.0,575.12,0,0,0,1,0,0,0
146,147.0,2342.0,4.0,1.0,72.8,24.0,654.13,1,0,0,1,0,0,0
147,148.0,2951.0,3.0,1.0,374.41,37.0,697.12,0,1,0,1,0,0,0
148,149.0,2649.0,3.0,1.0,521.99,34.0,599.0,1,0,0,1,0,0,0
149,150.0,984.0,4.0,1.0,255.71,22.0,761.8,0,0,0,0,0,0,1
150,151.0,3686.0,4.0,0.0,463.54,23.0,921.2900000000001,0,1,0,0,0,1,0
151,152.0,1146.0,3.0,1.0,433.97,32.0,879.16,0,1,0,0,0,1,0
152,153.0,1753.0,4.0,0.0,10.34,27.0,1228.67,0,1,0,0,1,0,0
153,154.0,1684.0,3.0,1.0,-40.55,26.0,557.56,1,0,0,1,0,0,0
154,155.0,2333.0,2.0,0.0,477.21,19.0,569.11,1,0,0,1,0,0,0
155,156.0,1354.0,3.0,0.0,589.33,24.0,1084.64,1,0,0,0,1,0,0
156,157.0,3825.0,4.0,0.0,130.04,32.0,711.4799999999999,0,1,0,0,0,0,1
157,158.0,1181.0,3.0,1.0,343.07,28.0,651.68,1,0,0,1,0,0,0
158,159.0,3044.0,2.0,1.0,413.31,40.0,559.9999999999999,1,0,0,1,0,0,0
159,160.0,2234.0,2.0,1.0,-52.0,20.0,570.0,1,0,0,1,0,0,0
160,161.0,3082.0,4.0,1.0,509.11,33.0,568.5600000000001,1,0,0,1,0,0,0
161,162.0,2285.0,1.0,0.0,471.21,39.0,658.2399999999999,1,0,0,1,0,0,0
162,163.0,1652.0,1.0,1.0,423.64,32.0,638.5699999999999,1,0,0,1,0,0,0
163,164.0,2412.0,4.0,1.0,103.02,25.0,675.68,0,1,0,1,0,0,0
164,165.0,1402.0,2.0,1.0,269.61,19.0,595.68,1,0,0,1,0,0,0
165,166.0,2155.0,4.0,0.0,446.08,35.0,635.56,1,0,0,1,0,0,0
166,167.0,3617.0,4.0,1.0,493.43,21.0,1089.1999999999998,0,0,0,0,1,0,0
167,168.0,3994.0,2.0,0.0,188.93,20.0,650.8,1,0,0,1,0,0,0
168,169.0,927.0,4.0,1.0,205.16,19.0,819.8299999999999,0,1,0,0,0,0,1
169,170.0,3196.0,3.0,0.0,211.84,28.0,558.56,1,0,0,1,0,0,0
170,171.0,3916.0,4.0,0.0,455.87,32.0,800.5999999999999,0,0,0,0,0,0,1
171,173.0,2609.0,4.0,1.0,437.31,29.0,654.6800000000001,0,1,0,1,0,0,0
172,174.0,2902.0,2.0,1.0,5.34,23.0,842.3900000000001,0,1,0,0,0,1,0
173,175.0,1664.0,1.0,1.0,38.01,26.0,626.12,0,0,1,1,0,0,0
174,176.0,2854.0,4.0,1.0,360.63,39.0,566.11,0,1,0,1,0,0,0
175,177.0,3198.0,4.0,0.0,-57.9,31.0,678.01,1,0,0,1,0,0,0
176,178.0,2103.0,3.0,1.0,453.2,29.0,660.68,0,1,0,1,0,0,0
177,179.0,1979.0,3.0,1.0,74.35,28.0,691.6799999999998,1,0,0,1,0,0,0
178,180.0,1739.0,3.0,0.0,284.07,32.0,775.16,0,1,0,0,0,0,1
179,181.0,3234.0,3.0,0.0,61.13,36.0,918.1700000000001,1,0,0,0,0,1,0
180,182.0,4091.0,1.0,0.0,-25.66,34.0,875.72,0,1,0,0,0,1,0
181,183.0,826.0,1.0,0.0,133.92,21.0,1097.2,0,1,0,0,1,0,0
182,184.0,2195.0,2.0,1.0,465.65,39.0,627.56,1,0,0,1,0,0,0
183,185.0,2419.0,4.0,1.0,-62.23,23.0,809.212,0,1,0,0,0,0,1
184,186.0,1020.0,1.0,1.0,426.64,33.0,622.5699999999999,1,0,0,1,0,0,0
185,187.0,1247.0,2.0,1.0,-128.24,17.0,1429.93,0,0,0,0,1,0,0
186,188.0,1924.0,4.0,1.0,422.99,32.0,554.56,0,0,1,1,0,0,0
187,189.0,3035.0,3.0,1.0,201.82,39.0,1057.52,1,0,0,0,1,0,0
188,190.0,3057.0,2.0,1.0,9.34,30.0,599.56,1,0,0,1,0,0,0
189,191.0,2620.0,4.0,1.0,18.34,38.0,607.5600000000001,1,0,0,1,0,0,0
190,192.0,1486.0,2.0,0.0,872.07,20.0,1018.4300000000001,0,0,0,0,1,0,0
191,193.0,3544.0,4.0,1.0,436.42,38.0,617.56,1,0,0,1,0,0,0
192,194.0,2549.0,2.0,1.0,-25.0,25.0,623.5600000000001,0,0,1,1,0,0,0
193,195.0,2349.0,4.0,1.0,-101.0,26.0,535.444,1,0,0,1,0,0,0
194,196.0,3115.0,4.0,0.0,379.63,30.0,667.1199999999999,1,0,0,1,0,0,0
195,197.0,3806.0,4.0,1.0,-51.54,22.0,559.67,1,0,0,1,0,0,0
196,198.0,3746.0,3.0,0.0,168.71,26.0,566.56,0,0,1,1,0,0,0
197,199.0,3333.0,4.0,1.0,-30.78,21.0,576.12,1,0,0,1,0,0,0
198,200.0,3221.0,4.0,1.0,278.38,20.0,798.92,1,0,0,0,0,0,1
199,201.0,1938.0,1.0,1.0,303.09,27.0,526.56,1,0,0,1,0,0,0
200,202.0,2686.0,3.0,1.0,263.62,25.0,769.6,0,0,0,0,0,0,1
201,203.0,2544.0,4.0,1.0,183.26,27.0,1329.92,1,0,0,0,1,0,0
202,204.0,1592.0,3.0,1.0,50.9,20.0,616.79,0,1,0,1,0,0,0
203,205.0,2782.0,1.0,1.0,-122.24,33.0,745.93,0,1,0,0,0,0,1
204,206.0,1968.0,3.0,1.0,328.73,33.0,649.12,0,1,0,1,0,0,0
205,207.0,2900.0,1.0,0.0,260.72,38.0,785.16,0,1,0,0,0,0,1
206,208.0,3960.0,3.0,0.0,45.02,19.0,641.68,1,0,0,1,0,0,0
207,209.0,3032.0,4.0,1.0,410.86,24.0,759.4799999999999,0,1,0,0,0,0,1
208,210.0,873.0,1.0,1.0,63.35,31.0,800.48,0,1,0,0,0,0,1
209,211.0,2343.0,1.0,1.0,431.33,32.0,558.56,1,0,0,1,0,0,0
210,212.0,2400.0,4.0,1.0,-60.0,23.0,619.0,1,0,0,1,0,0,0
211,213.0,3083.0,4.0,1.0,496.65,30.0,660.56,1,0,0,1,0,0,0
212,214.0,2439.0,1.0,1.0,-146.91,20.0,591.0,0,0,0,1,0,0,0
213,215.0,1609.0,1.0,1.0,443.09,23.0,612.1099999999999,0,0,1,1,0,0,0
214,216.0,2106.0,1.0,1.0,324.4,32.0,838.92,1,0,0,0,0,1,0
215,217.0,2736.0,3.0,1.0,391.2,24.0,611.68,1,0,0,1,0,0,0
216,218.0,1363.0,4.0,1.0,312.73,23.0,608.5600000000001,1,0,0,1,0,0,0
217,219.0,3012.0,4.0,1.0,57.23,25.0,662.5600000000001,0,1,0,1,0,0,0
218,220.0,1342.0,4.0,1.0,31.01,23.0,799.4799999999999,0,1,0,0,0,0,1
219,221.0,4031.0,1.0,1.0,249.05,26.0,808.6,0,1,0,0,0,0,1
220,222.0,3738.0,3.0,1.0,-25.0,32.0,667.45,0,0,1,1,0,0,0
221,223.0,1934.0,4.0,1.0,183.92,23.0,755.3599999999999,1,0,0,0,0,0,1
222,224.0,1757.0,4.0,0.0,436.53,33.0,764.2399999999999,1,0,0,0,0,0,1
223,225.0,2746.0,1.0,1.0,511.54,31.0,696.68,0,1,0,1,0,0,0
224,226.0,2469.0,1.0,1.0,-47.0,38.0,577.0,1,0,0,1,0,0,0
225,227.0,3643.0,2.0,0.0,84.02,39.0,673.6800000000001,1,0,0,1,0,0,0
226,228.0,1607.0,4.0,1.0,807.72,34.0,832.7199999999999,0,1,0,0,0,1,0
227,229.0,1109.0,4.0,0.0,-189.25,19.0,814.03,1,0,0,0,0,0,1
228,230.0,3226.0,1.0,1.0,279.94,36.0,658.5600000000001,1,0,0,1,0,0,0
229,231.0,3812.0,1.0,0.0,-69.12,36.0,761.8000000000001,0,1,0,0,0,0,1
230,232.0,3851.0,3.0,0.0,461.99,41.0,824.7199999999999,0,1,0,0,0,1,0
231,233.0,2524.0,4.0,1.0,514.32,31.0,641.5599999999998,0,1,0,1,0,0,0
232,234.0,1650.0,1.0,1.0,114.36,21.0,1209.8,0,1,0,0,1,0,0
233,235.0,1980.0,2.0,1.0,-13.33,20.0,910.96,0,0,0,0,0,1,0
234,236.0,2568.0,1.0,1.0,374.2,38.0,551.56,1,0,0,1,0,0,0
235,237.0,3573.0,4.0,0.0,752.03,29.0,1064.6399999999999,0,1,0,0,1,0,0
236,238.0,2924.0,4.0,1.0,293.06,38.0,913.7199999999999,0,1,0,0,0,1,0
237,239.0,1889.0,4.0,1.0,549.65,24.0,1000.4000000000001,0,1,0,0,0,1,0
238,240.0,3506.0,1.0,0.0,564.43,24.0,885.0400000000001,0,1,0,0,0,1,0
239,241.0,2418.0,1.0,1.0,481.77,24.0,543.0,1,0,0,1,0,0,0
240,242.0,642.0,4.0,1.0,381.53,30.0,790.1600000000001,0,1,0,0,0,0,1
241,243.0,3766.0,1.0,0.0,51.35,41.0,621.23,1,0,0,1,0,0,0
242,244.0,3676.0,4.0,0.0,493.09,31.0,766.3599999999999,1,0,0,0,0,0,1
243,245.0,1207.0,3.0,1.0,161.25,27.0,743.69,1,0,0,0,0,0,1
244,246.0,566.0,3.0,1.0,-20.55,23.0,931.73,0,0,0,0,0,1,0
245,247.0,1637.0,2.0,1.0,308.73,26.0,671.3599999999999,1,0,0,1,0,0,0
246,248.0,2389.0,3.0,1.0,557.12,22.0,582.12,1,0,0,1,0,0,0
247,249.0,1817.0,3.0,1.0,-58.99,33.0,598.56,1,0,0,1,0,0,0
248,250.0,2572.0,4.0,1.0,535.88,29.0,638.5600000000001,0,0,1,1,0,0,0
249,251.0,1579.0,4.0,1.0,704.24,25.0,1118.2,0,1,0,0,1,0,0
250,252.0,1920.0,4.0,1.0,-25.0,36.0,654.1199999999999,1,0,0,1,0,0,0
251,253.0,2319.0,2.0,1.0,-20.0,41.0,638.11,1,0,0,1,0,0,0
252,254.0,4374.0,3.0,0.0,348.61,26.0,691.56,1,0,0,1,0,0,0
253,255.0,1903.0,4.0,1.0,7.0,21.0,697.2399999999999,0,1,0,1,0,0,0
254,256.0,3842.0,1.0,0.0,875.63,40.0,1137.23,0,0,0,0,1,0,0
255,257.0,2945.0,3.0,1.0,302.95,26.0,729.9100000000001,0,0,1,0,0,0,1
256,258.0,380.0,1.0,0.0,1105.42,21.0,1424.81,1,0,0,0,1,0,0
257,259.0,3463.0,4.0,1.0,37.02,20.0,614.79,0,1,0,1,0,0,0
258,260.0,1201.0,4.0,1.0,455.97,30.0,741.3499999999999,0,0,1,0,0,0,1
259,261.0,2692.0,4.0,1.0,582.11,29.0,656.5600000000001,0,0,1,1,0,0,0
260,262.0,1008.0,3.0,1.0,338.84,24.0,666.68,1,0,0,1,0,0,0
261,263.0,931.0,1.0,1.0,255.95,25.0,829.05,0,0,0,0,0,1,0
262,264.0,3195.0,4.0,0.0,320.97,36.0,531.9999999999999,1,0,0,1,0,0,0
263,265.0,2715.0,4.0,1.0,-41.33,22.0,566.0,1,0,0,1,0,0,0
264,266.0,881.0,1.0,1.0,1160.88,19.0,1185.88,1,0,0,0,1,0,0
265,267.0,1282.0,4.0,1.0,572.77,23.0,671.67,1,0,0,1,0,0,0
266,268.0,2247.0,3.0,1.0,431.42,32.0,720.2399999999999,0,1,0,0,0,0,1
267,269.0,1697.0,4.0,1.0,-42.67,39.0,753.1299999999999,0,1,0,0,0,0,1
268,270.0,3532.0,4.0,1.0,259.06,33.0,580.1199999999999,0,1,0,1,0,0,0
269,271.0,4032.0,2.0,0.0,210.71,36.0,680.01,1,0,0,1,0,0,0
270,272.0,2451.0,4.0,1.0,152.59,33.0,724.36,0,0,0,0,0,0,1
271,273.0,2048.0,1.0,1.0,373.07,35.0,742.8000000000001,0,1,0,0,0,0,1
272,274.0,2029.0,3.0,1.0,417.44,23.0,563.45,0,1,0,1,0,0,0
273,275.0,3869.0,1.0,0.0,-25.0,21.0,710.5899999999999,0,1,0,0,0,0,1
274,276.0,3504.0,1.0,0.0,222.16,26.0,781.3600000000001,0,1,0,0,0,0,1
275,277.0,2888.0,1.0,1.0,-60.0,21.0,622.0,1,0,0,1,0,0,0
276,278.0,2937.0,3.0,0.0,287.95,25.0,806.7199999999999,0,0,0,0,0,0,1
277,279.0,4343.0,1.0,1.0,321.62,32.0,795.48,0,1,0,0,0,0,1
278,280.0,4386.0,1.0,0.0,193.04,18.0,1044.85,0,0,0,0,1,0,0
279,281.0,1076.0,3.0,1.0,241.05,29.0,688.68,1,0,0,1,0,0,0
280,282.0,3083.0,1.0,1.0,-175.0,39.0,494.99999999999994,1,0,0,1,0,0,0
281,283.0,2419.0,2.0,1.0,473.43,21.0,592.12,0,1,0,1,0,0,0
282,284.0,1281.0,3.0,1.0,284.06,19.0,1022.6399999999999,0,0,0,0,1,0,0
283,285.0,3550.0,4.0,0.0,10.34,21.0,813.72,1,0,0,0,0,0,1
284,286.0,1957.0,2.0,1.0,414.98,24.0,587.1199999999999,0,1,0,1,0,0,0
285,287.0,3301.0,3.0,1.0,698.57,29.0,918.72,1,0,0,0,0,1,0
286,288.0,2193.0,3.0,1.0,618.8,28.0,643.8000000000001,0,1,0,1,0,0,0
287,289.0,1202.0,1.0,1.0,172.26,24.0,859.6,0,0,0,0,0,1,0
288,290.0,902.0,1.0,0.0,73.02,25.0,751.1500000000001,0,1,0,0,0,0,1
289,291.0,1918.0,1.0,1.0,144.26,22.0,736.59,1,0,0,0,0,0,1
290,292.0,1192.0,4.0,0.0,562.11,24.0,797.0400000000002,0,1,0,0,0,0,1
291,293.0,3167.0,4.0,1.0,-133.24,42.0,1102.6399999999999,0,1,0,0,1,0,0
292,294.0,2128.0,1.0,1.0,541.54,38.0,809.4699999999999,0,1,0,0,0,0,1
